ID,Title,Gross,Budget,Date,Genre,Director,RTRating,IMDBRating,IMDBVotes
2518,The Punisher,54664370.0,33000000.0,2004,Action,,3.0,6.4,50482.0
2519,Pokemon 2000,133946923.0,30000000.0,2000,Adventure,,,,
2520,Pokemon 3: The Movie,68452128.0,3000000.0,2001,Adventure,,2.3,3.5,2577.0
2521,The Polar Express,305420597.0,170000000.0,2004,Adventure,Robert Zemeckis,5.6,6.7,28550.0
2522,Along Came Polly,170360435.0,42000000.0,2004,Romantic Comedy,,2.6,5.8,38276.0
2523,Gake no ue no Ponyo,199090399.0,34000000.0,2009,Adventure,,,7.8,13821.0
2524,Pootie Tang,3293258.0,3500000.0,2001,Comedy,,2.7,4.5,6183.0
2525,Poseidon,181674817.0,160000000.0,2006,Adventure,Wolfgang Petersen,3.3,5.6,35930.0
2526,Possession,14805812.0,25000000.0,2002,Drama,Neil LaBute,6.4,6.4,6789.0
2527,Peter Pan: Return to Neverland,109862682.0,20000000.0,2002,Adventure,,4.6,,
2528,Practical Magic,68336997.0,60000000.0,1998,Comedy,Griffin Dunne,2.1,5.5,20196.0
2529,The Devil Wears Prada,326551094.0,35000000.0,2006,Comedy,David Frankel,7.5,6.8,66627.0
2530,The Boat That Rocked,37472651.0,50000000.0,2009,Comedy,,,7.5,25415.0
2531,Paparazzi,16612072.0,20000000.0,2004,Thriller/Suspense,,1.8,5.7,9058.0
2532,Primary Colors,39017984.0,65000000.0,1998,Comedy,Mike Nichols,8.0,6.7,15340.0
2533,Precious (Based on the Novel Push by Sapphire),63471431.0,10000000.0,2009,Drama,Lee Daniels,,7.5,24504.0
2534,Pride and Glory,43440721.0,30000000.0,2008,Drama,,3.4,6.7,24596.0
2535,Pride and Prejudice,120918508.0,28000000.0,2005,Drama,Joe Wright,8.5,5.5,1230.0
2536,The Road to Perdition,181054514.0,80000000.0,2002,Drama,Sam Mendes,,,
2537,Predators,124549380.0,40000000.0,2010,Action,,6.3,6.9,22257.0
2538,Prefontaine,590817.0,8000000.0,1997,Drama,,6.2,6.2,2580.0
2539,Perfume: The Story of a Murderer,132180323.0,63700000.0,2006,Drama,Tom Tykwer,5.8,7.5,51704.0
2540,The Prince & Me,29356757.0,30000000.0,2004,Romantic Comedy,Martha Coolidge,,5.6,9547.0
2541,The Perfect Man,19535005.0,10000000.0,2005,Romantic Comedy,,0.5,5.1,7278.0
2542,The Pursuit of Happyness,306086036.0,55000000.0,2006,Drama,Gabriele Muccino,6.6,7.8,77939.0
2543,Primer,565846.0,7000.0,2004,Drama,,,6.9,17454.0
2544,Pearl Harbor,449239855.0,151500000.0,2001,Action,Michael Bay,2.6,5.4,96186.0
2545,Premonition,81461343.0,20000000.0,2007,Thriller/Suspense,,0.8,,
2546,The Prince of Egypt,218600000.0,60000000.0,1998,Adventure,Steve Hickner,7.9,6.8,24569.0
2547,The Producers: The Movie Musical,32952995.0,45000000.0,2005,Musical,,,,
2548,Prom Night,57109687.0,18000000.0,2008,Horror,,0.8,5.1,4263.0
2549,Proof,8284331.0,20000000.0,2005,Drama,John Madden,6.4,6.9,18622.0
2550,Panic Room,196308367.0,48000000.0,2002,Thriller/Suspense,David Fincher,7.6,6.9,68737.0
2551,The Proposal,317358031.0,40000000.0,2009,Romantic Comedy,Anne Fletcher,4.3,5.4,397.0
2552,Prince of Persia: Sands of Time,335055643.0,200000000.0,2010,Action,Mike Newell,,,
2553,The Prestige,107896006.0,40000000.0,2006,Thriller/Suspense,Christopher Nolan,7.5,8.4,207322.0
2554,The Party's Over,0.0,1000000.0,2003,,,,,
2555,The Postman,17650704.0,80000000.0,1997,Action,Kevin Costner,1.0,5.5,24045.0
2556,Psycho Beach Party,267972.0,4000000.0,2000,Comedy,,5.5,6.0,3085.0
2557,Psycho,37226218.0,20000000.0,1998,Horror,Gus Van Sant,3.5,4.5,19769.0
2558,The Patriot,215300000.0,110000000.0,2000,Drama,Roland Emmerich,6.2,6.9,78302.0
2559,Public Enemies,210379983.0,102500000.0,2009,Drama,Michael Mann,6.8,7.1,71323.0
2560,The Powerpuff Girls,16425701.0,25000000.0,2002,Adventure,,,5.9,3234.0
2561,Pulse,29771485.0,7500000.0,2006,Horror,,1.1,5.0,846.0
2562,Punch-Drunk Love,24591031.0,25000000.0,2002,Comedy,Paul Thomas Anderson,7.9,7.4,49786.0
2563,Punisher: War Zone,8199130.0,35000000.0,2008,Action,,2.6,6.1,20865.0
2564,Push,44411527.0,38000000.0,2009,Thriller/Suspense,,2.3,6.0,26623.0
2565,Pushing Tin,8408835.0,33000000.0,1999,Comedy,Mike Newell,4.9,5.9,16160.0
2566,The Painted Veil,15118795.0,19400000.0,2006,Drama,,7.4,7.6,26331.0
2567,Pay it Forward,33508922.0,40000000.0,2000,Drama,Mimi Leder,4.0,6.8,36762.0
2568,Queen of the Damned,30307804.0,35000000.0,2002,Horror,,1.7,4.7,20268.0
2569,The Quiet American,12987647.0,20000000.0,2002,Drama,Phillip Noyce,8.7,7.2,14285.0
2570,All the Queen's Men,22723.0,15000000.0,2002,Comedy,,,3.5,1591.0
2571,Quarantine,36091811.0,12000000.0,2008,Horror,John Erick Dowdle,5.8,6.1,21939.0
2572,The Queen,122840603.0,15000000.0,2006,Drama,Stephen Frears,9.7,7.6,34785.0
2573,Quest for Camelot,38172500.0,40000000.0,1998,Adventure,,3.3,5.0,3053.0
2574,The Quiet,381420.0,900000.0,2006,Drama,,,6.5,7689.0
2575,Quinceanera,2522787.0,400000.0,2006,Drama,,,7.1,2577.0
2576,Rabbit-Proof Fence,16199600.0,7000000.0,2002,Drama,Phillip Noyce,8.7,7.6,13241.0
2577,Radio,53293628.0,35000000.0,2003,Drama,,3.5,6.9,12070.0
2578,The Rainmaker,45916769.0,40000000.0,1997,Drama,Francis Ford Coppola,8.4,6.9,20514.0
2579,Rambo,116754105.0,47500000.0,2008,Action,Sylvester Stallone,,7.3,82600.0
2580,Random Hearts,63200000.0,64000000.0,1999,Drama,Sydney Pollack,1.5,4.8,11100.0
2581,Rugrats in Paris,103284813.0,30000000.0,2000,Adventure,,,,
2582,Rugrats Go Wild,55443032.0,25000000.0,2003,Adventure,,4.0,5.0,1847.0
2583,Ratatouille,620495432.0,150000000.0,2007,Comedy,Brad Bird,9.6,8.1,131929.0
2584,Ray,125305995.0,40000000.0,2004,Drama,Taylor Hackford,8.1,,
2585,BloodRayne,2405420.0,25000000.0,2006,Action,Uwe Boll,0.4,2.7,20137.0
2586,Rollerball,25852508.0,70000000.0,2002,Action,John McTiernan,0.3,2.8,13827.0
2587,Robin Hood,310885538.0,210000000.0,2010,Action,Ridley Scott,4.3,6.9,34501.0
2588,Robots,260700012.0,80000000.0,2005,Adventure,Chris Wedge,6.4,6.4,27361.0
2589,A Room for Romeo Brass,20097.0,5250000.0,2000,,Shane Meadows,,7.6,2393.0
2590,Runaway Bride,308007919.0,70000000.0,1999,Romantic Comedy,Garry Marshall,4.5,5.2,28497.0
2591,Racing Stripes,93772522.0,30000000.0,2005,Comedy,,3.5,5.2,5086.0
2592,Rocky Balboa,155720088.0,24000000.0,2006,Drama,Sylvester Stallone,7.6,7.4,63717.0
2593,The Road to El Dorado,65700000.0,95000000.0,2000,Adventure,David Silverman,4.9,6.4,8876.0
2594,Riding Giants,3216111.0,2600000.0,2004,Documentary,,9.3,7.7,2193.0
2595,Red Dragon,206455420.0,78000000.0,2002,Thriller/Suspense,Brett Ratner,6.8,7.3,66386.0
2596,The Reader,106107610.0,33000000.0,2008,Drama,Stephen Daldry,6.1,7.7,46984.0
2597,The Reaping,62226214.0,40000000.0,2007,Horror,Stephen Hopkins,0.8,5.6,19881.0
2598,Rebound,17492014.0,45000000.0,2005,Comedy,Steve Carr,1.4,4.7,4485.0
2599,Recess: School's Out,44451470.0,10000000.0,2001,Comedy,,6.2,6.2,2176.0
2600,Redacted,65388.0,5000000.0,2007,Drama,Brian De Palma,4.4,6.1,5759.0
2601,Red-Eye,95891803.0,26000000.0,2005,Thriller/Suspense,Wes Craven,,6.5,42489.0
2602,Reign Over Me,20081987.0,20000000.0,2007,Drama,Mike Binder,6.3,7.7,39234.0
2603,The Relic,33956608.0,60000000.0,1997,Horror,Peter Hyams,3.2,5.4,10249.0
2604,Religulous,13136074.0,2500000.0,2008,Documentary,Larry Charles,6.9,7.8,23094.0
2605,Remember Me,55343435.0,16000000.0,2010,Drama,,2.8,7.0,16319.0
2606,"Remember Me, My Love",223878.0,6700000.0,2004,Comedy,Gabriele Muccino,,7.0,16319.0
2607,Rent,31670620.0,40000000.0,2005,Musical,Chris Columbus,4.7,6.9,22605.0
2608,The Replacements,50054511.0,50000000.0,2000,Comedy,Howard Deutch,3.9,6.2,21542.0
2609,The Replacement Killers,19035741.0,30000000.0,1998,Action,Antoine Fuqua,3.9,5.9,13905.0
2610,Resident Evil: Apocalypse,128940078.0,50000000.0,2004,Horror,,,5.8,52753.0
2611,Resident Evil: Extinction,146162920.0,45000000.0,2007,Action,Russell Mulcahy,2.2,6.2,49502.0
2612,Resident Evil: Afterlife 3D  ,149568993.0,57500000.0,2010,Horror,Paul Anderson,,,
2613,Resident Evil,103787401.0,35000000.0,2002,Horror,Paul Anderson,3.4,6.4,68342.0
2614,Return to Me,32662299.0,24000000.0,2000,Romantic Comedy,,6.1,6.6,9565.0
2615,Revolutionary Road,76989671.0,35000000.0,2008,Drama,Sam Mendes,6.8,7.6,45887.0
2616,Be Kind Rewind,28505302.0,20000000.0,2008,Comedy,Michel Gondry,6.5,6.6,42470.0
2617,Reign of Fire,82150183.0,60000000.0,2002,Action,,4.0,5.9,38414.0
2618,Reindeer Games,23360779.0,36000000.0,2000,Action,John Frankenheimer,,5.5,16822.0
2619,Rachel Getting Married,13326280.0,12000000.0,2008,Drama,Jonathan Demme,8.6,6.9,20451.0
2620,The Rugrats Movie,140894685.0,28000000.0,1998,Adventure,,5.7,5.4,4857.0
2621,Riding in Cars with Boys,29781453.0,47000000.0,2001,Drama,Penny Marshall,4.8,6.2,11895.0
2622,Ride With the Devil,630779.0,35000000.0,1999,Western,Ang Lee,6.3,6.4,1873.0
2623,The Ring Two,161941727.0,50000000.0,2005,Horror,,2.0,5.1,28408.0
2624,Rize,4462763.0,700000.0,2005,Documentary,,,6.8,2052.0
2625,The Adventures of Rocky & Bullwinkle,35129610.0,76000000.0,2000,Comedy,,4.2,4.1,10320.0
2626,All the Real Girls,703020.0,1000000.0,2003,Drama,David Gordon Green,7.1,7.1,5632.0
2627,Real Women Have Curves,5853194.0,3000000.0,2002,Comedy,,8.3,7.0,4396.0
2628,Son of Rambow: A Home Movie,10573083.0,2000000.0,2008,Comedy,,,,
2629,Romance and Cigarettes,3231251.0,11000000.0,2007,Comedy,John Turturro,,6.2,5362.0
2630,Reno 911!: Miami,20342161.0,10000000.0,2007,Comedy,,3.5,5.8,15684.0
2631,Rounders,22921898.0,12000000.0,1998,Drama,John Dahl,6.4,7.3,45439.0
2632,Rendition,20437142.0,27500000.0,2007,Thriller/Suspense,Gavin Hood,4.6,6.9,23223.0
2633,The Rocker,8767338.0,15000000.0,2008,Comedy,Peter Cattaneo,4.0,6.3,11859.0
2634,Rock Star,19317765.0,38000000.0,2001,Drama,Stephen Herek,5.2,5.8,15806.0
2635,The Rookie,80693537.0,22000000.0,2002,Drama,,8.2,5.5,8453.0
2636,Roll Bounce,17500866.0,10000000.0,2005,Comedy,Malcolm D. Lee,6.4,5.0,3167.0
2637,Romeo Must Die,91036760.0,25000000.0,2000,Action,Andrzej Bartkowiak,3.3,5.9,25309.0
2638,Ronin,41610884.0,55000000.0,1998,Action,John Frankenheimer,6.8,7.2,57484.0
2639,The Ballad of Jack and Rose,712294.0,1500000.0,2005,Drama,,,6.8,5223.0
2640,Red Planet,33463969.0,80000000.0,2000,Action,,1.2,5.3,20989.0
2641,Requiem for a Dream,7390108.0,4500000.0,2000,Drama,Darren Aronofsky,7.8,8.5,185226.0
2642,Rat Race,86607223.0,48000000.0,2001,Comedy,Jerry Zucker,4.3,6.4,40087.0
2643,Rescue Dawn,7037886.0,10000000.0,2007,Action,Werner Herzog,,7.5,37764.0
2644,The Real Cancun,3816594.0,4000000.0,2003,Documentary,,3.5,2.3,3211.0
2645,Restless,0.0,15000000.0,2011,,,,6.7,300.0
2646,Remember the Titans,136706683.0,30000000.0,2000,Drama,Boaz Yakin,7.2,7.5,49844.0
2647,Righteous Kill,76781410.0,60000000.0,2008,Thriller/Suspense,Jon Avnet,2.0,6.0,34641.0
2648,Road Trip,119739110.0,16000000.0,2000,Comedy,Todd Phillips,5.9,6.4,44702.0
2649,The Ruins,22177122.0,25000000.0,2008,Horror,,4.7,6.0,23752.0
2650,Rules of Engagement,71719931.0,60000000.0,2000,Thriller/Suspense,William Friedkin,3.7,6.2,18462.0
2651,The Rundown,80831893.0,85000000.0,2003,Action,Peter Berg,,6.6,30855.0
2652,Running Scared,8345277.0,17000000.0,2006,Action,,4.0,7.5,39447.0
2653,Running With Scissors,7213629.0,12000000.0,2006,Comedy,,3.0,6.0,12926.0
2654,Rush Hour 2,347425832.0,90000000.0,2001,Action,Brett Ratner,5.1,6.4,52049.0
2655,Rush Hour 3,253025968.0,180000000.0,2007,Action,Brett Ratner,1.9,6.0,39312.0
2656,Rush Hour,245300000.0,35000000.0,1998,Action,Brett Ratner,6.0,6.8,55248.0
2657,Rushmore,19080435.0,10000000.0,1998,Black Comedy,Wes Anderson,8.7,7.8,53192.0
2658,R.V.,87524497.0,55000000.0,2006,Comedy,Barry Sonnenfeld,,,
2659,Ravenous,2062406.0,12000000.0,1999,Horror,,3.9,6.9,15804.0
2660,Raise Your Voice,14811980.0,15000000.0,2004,Drama,,1.6,5.2,8634.0
2661,Hotel Rwanda,33919128.0,17500000.0,2004,Drama,,9.0,8.3,92106.0
2662,Sahara,121671925.0,145000000.0,2005,Adventure,,3.9,5.9,30739.0
2663,The Saint,169400000.0,90000000.0,1997,Action,Phillip Noyce,3.0,5.9,27413.0
2664,The Salon,139084.0,1500000.0,2007,Comedy,,1.2,3.5,308.0
2665,I Am Sam,40270895.0,22000000.0,2001,Drama,,3.4,7.4,36448.0
2666,The Salton Sea,676698.0,18000000.0,2002,Thriller/Suspense,D.J. Caruso,6.3,7.1,16415.0
2667,Sex and the City 2,288347692.0,95000000.0,2010,Comedy,,1.5,3.9,13796.0
2668,Saved!,10102511.0,5000000.0,2004,Comedy,,,7.0,22784.0
2669,Saving Silverman,19351569.0,22000000.0,2001,Comedy,Dennis Dugan,,5.6,18748.0
2670,Saw,103096345.0,1200000.0,2004,Horror,,4.8,7.7,112785.0
2671,Saw II,152925093.0,5000000.0,2005,Horror,Darren Lynn Bousman,3.6,6.8,76530.0
2672,Saw III,163876815.0,10000000.0,2006,Horror,Darren Lynn Bousman,2.5,6.3,60784.0
2673,Saw IV,134528909.0,10000000.0,2007,Horror,Darren Lynn Bousman,1.7,6.0,44730.0
2674,Saw V,113146769.0,10800000.0,2008,Horror,,1.3,5.7,31219.0
2675,Saw VI,61259697.0,11000000.0,2009,Horror,Kevin Greutert,4.2,6.2,18091.0
2676,Say It Isn't So,5516708.0,25000000.0,2001,Comedy,,0.9,4.6,7736.0
2677,Say Uncle,5361.0,2000000.0,2006,Comedy,,,5.7,431.0
2678,The Adventures of Sharkboy and Lavagirl in 3-D,69425966.0,50000000.0,2005,Adventure,Robert Rodriguez,2.0,3.6,5619.0
2679,Seabiscuit,148336445.0,86000000.0,2003,Drama,Gary Ross,7.7,7.4,31033.0
2680,A Scanner Darkly,7405084.0,20000000.0,2006,Thriller/Suspense,Richard Linklater,6.8,7.2,41928.0
2681,Scary Movie 2,141189101.0,45000000.0,2001,Comedy,Keenen Ivory Wayans,1.4,4.7,43941.0
2682,Scary Movie 3,155200000.0,45000000.0,2003,Comedy,David Zucker,3.7,5.4,42829.0
2683,Scary Movie 4,178710620.0,40000000.0,2006,Comedy,David Zucker,3.7,5.0,39542.0
2684,Scooby-Doo 2: Monsters Unleashed,181185387.0,25000000.0,2004,Comedy,Raja Gosnell,,4.8,10749.0
2685,Scooby-Doo,276294164.0,84000000.0,2002,Comedy,Raja Gosnell,2.8,4.7,26018.0
2686,About Schmidt,105823486.0,30000000.0,2002,Drama,Alexander Payne,8.5,7.3,53760.0
2687,The School of Rock,131161177.0,20000000.0,2003,Comedy,Richard Linklater,,7.2,63188.0
2688,School for Scoundrels,17807569.0,20000000.0,2006,Comedy,Todd Phillips,2.6,6.0,15536.0
2689,Scoop,39125717.0,4000000.0,2006,Romantic Comedy,Woody Allen,3.9,6.8,30336.0
2690,The Score,113542091.0,68000000.0,2001,Thriller/Suspense,Frank Oz,7.4,6.8,42616.0
2691,Scream,173046663.0,15000000.0,1996,Horror,Wes Craven,8.1,2.9,217.0
2692,Scream 2,101363301.0,24000000.0,1997,Horror,Wes Craven,8.0,5.9,48196.0
2693,Scream 3,161838076.0,40000000.0,2000,Horror,Wes Craven,3.8,5.3,38230.0
2694,The Scorpion King,164529000.0,60000000.0,2002,Action,Chuck Russell,4.0,5.3,30359.0
2695,George A. Romero's Survival of the Dead,101740.0,4200000.0,2010,Horror,,,,
2696,Stardust,135556675.0,70000000.0,2007,Adventure,Matthew Vaughn,7.6,7.9,87883.0
2697,Mar adentro,39686345.0,13300000.0,2004,Drama,,,7.2,466.0
2698,Selena,35450113.0,20000000.0,1997,Drama,,6.3,6.3,7996.0
2699,The Sentinel,77280697.0,60000000.0,2006,Thriller/Suspense,,3.3,6.1,23567.0
2700,September Dawn,901857.0,10100000.0,2007,Western,,1.3,5.5,1823.0
2701,You Got Served,48066497.0,8000000.0,2004,Drama,,1.6,2.6,17830.0
2702,Serving Sara,20146150.0,29000000.0,2002,Romantic Comedy,,0.5,5.0,7973.0
2703,Session 9,1619602.0,1500000.0,2001,,Brad Anderson,6.0,6.8,14685.0
2704,Seven Years in Tibet,131445884.0,70000000.0,1997,Drama,Jean-Jacques Annaud,5.9,6.7,29020.0
2705,Sex and the City,416047258.0,57500000.0,2008,Comedy,,4.9,5.4,46837.0
2706,Swordfish,147080413.0,80000000.0,2001,Action,Dominic Sena,2.5,6.3,57952.0
2707,Something's Gotta Give,266685242.0,80000000.0,2003,Romantic Comedy,Nancy Meyers,7.0,6.8,36303.0
2708,Sugar Town,178095.0,250000.0,1999,Comedy,,6.7,5.6,566.0
2709,Shade,22183.0,6800000.0,2004,,,,6.3,950.0
2710,Shadow of the Vampire,8279017.0,8000000.0,2000,Drama,E. Elias Merhige,8.1,6.8,18221.0
2711,Shaft,107190108.0,53012938.0,2000,Action,John Singleton,6.8,5.9,32881.0
2712,The Shaggy Dog,87123569.0,60000000.0,2006,Comedy,Brian Robbins,2.7,4.1,6116.0
2713,Scary Movie,277200000.0,19000000.0,2000,Comedy,Keenen Ivory Wayans,5.3,6.0,68541.0
2714,Shaun of the Dead,29629128.0,5000000.0,2004,Comedy,Edgar Wright,9.1,8.0,134693.0
2715,Shortbus,1985292.0,2000000.0,2006,Comedy,,6.6,6.7,14276.0
2716,She's All That,63465522.0,10000000.0,1999,Romantic Comedy,,3.8,5.4,28498.0
2717,She's the Man,56889159.0,25000000.0,2006,Romantic Comedy,Andy Fickman,4.4,6.4,26513.0
2718,Sherrybaby,622806.0,2000000.0,2006,Drama,,7.4,6.7,6372.0
2719,Shallow Hal,70836296.0,40000000.0,2001,Romantic Comedy,Bobby Farrelly,5.0,6.0,35878.0
2720,Silent Hill,99982632.0,50000000.0,2006,Horror,Christophe Gans,2.9,6.5,65485.0
2721,Shutter Island,294512934.0,80000000.0,2010,Thriller/Suspense,Martin Scorsese,6.7,8.0,105706.0
2722,Shakespeare in Love,279500000.0,26000000.0,1998,Romantic Comedy,John Madden,9.3,7.4,77911.0
2723,In the Shadow of the Moon,1134358.0,2000000.0,2007,Documentary,,9.4,8.0,2974.0
2724,Sherlock Holmes,518249844.0,80000000.0,2009,Adventure,Guy Ritchie,6.9,7.5,91555.0
2725,She's Out of My League,49219151.0,20000000.0,2010,Romantic Comedy,,5.7,6.7,17449.0
2726,Shooter,95203582.0,60000000.0,2007,Thriller/Suspense,Antoine Fuqua,4.8,7.2,149.0
2727,Shrek,484399218.0,50000000.0,2001,Adventure,Andrew Adamson,8.9,8.0,163855.0
2728,Shrek 2,919838758.0,70000000.0,2004,Adventure,Andrew Adamson,8.9,7.5,95658.0
2729,Shrek the Third,798958162.0,160000000.0,2007,Adventure,,4.1,6.1,59778.0
2730,Shrek Forever After,729395990.0,165000000.0,2010,Adventure,,,6.7,12193.0
2731,Shark Tale,367275019.0,75000000.0,2004,Adventure,Rob Letterman,3.5,5.9,40019.0
2732,Shattered Glass,2932719.0,6000000.0,2003,Drama,,9.1,7.4,14575.0
2733,Stealing Harvard,13973532.0,25000000.0,2002,Comedy,,0.8,4.7,6899.0
2734,Showtime,78948765.0,85000000.0,2002,Comedy,Tom Dey,2.4,5.3,22128.0
2735,Sicko,33538513.0,9000000.0,2007,Documentary,Michael Moore,9.3,8.2,40886.0
2736,The Siege,116625798.0,70000000.0,1998,Action,Edward Zwick,4.4,,
2737,Signs,408265690.0,70702619.0,2002,Thriller/Suspense,M. Night Shyamalan,7.4,6.9,111561.0
2738,Simon Birch,18253415.0,20000000.0,1998,Drama,Mark Steven Johnson,4.4,6.7,11371.0
2739,A Simple Wish,8165213.0,28000000.0,1997,Comedy,Michael Ritchie,2.7,4.9,1545.0
2740,The Simpsons Movie,527071022.0,72500000.0,2007,Comedy,David Silverman,8.9,7.6,117656.0
2741,Sinbad: Legend of the Seven Seas,80767884.0,60000000.0,2003,Adventure,Tim Johnson,,6.6,7895.0
2742,Sin City,158753820.0,40000000.0,2005,Action,Robert Rodriguez,7.7,8.3,255814.0
2743,The Singing Detective,524747.0,8000000.0,2003,Comedy,,3.8,5.6,4441.0
2744,The Sixth Sense,672806292.0,40000000.0,1999,Thriller/Suspense,M. Night Shyamalan,8.5,8.2,238745.0
2745,Super Size Me,29529368.0,65000.0,2004,Documentary,Morgan Spurlock,,7.6,33805.0
2746,The Skeleton Key,92907715.0,40000000.0,2005,Horror,Iain Softley,3.8,6.5,29810.0
2747,The Skulls,35007180.0,15000000.0,2000,Thriller/Suspense,Rob Cohen,0.8,5.3,14903.0
2748,Sky High,81627454.0,60000000.0,2005,Adventure,,7.3,6.6,20923.0
2749,Slackers,4814244.0,11000000.0,2002,Comedy,,1.1,4.9,7934.0
2750,Ready to Rumble,12372410.0,24000000.0,2000,Comedy,Brian Robbins,2.5,,
2751,Soldier,14623082.0,75000000.0,1998,Action,Paul Anderson,,,
2752,Sleepy Hollow,207068340.0,70000000.0,1999,Horror,Tim Burton,6.8,7.5,107511.0
2753,Lucky Number Slevin,55495466.0,27000000.0,2006,Thriller/Suspense,Paul McGuigan,5.1,7.8,91145.0
2754,The Secret Life of Bees,39612166.0,11000000.0,2008,Drama,,5.7,7.0,7077.0
2755,Hannibal,350100280.0,87000000.0,2001,Horror,Ridley Scott,3.9,6.4,74862.0
2756,Southland Tales,364607.0,17000000.0,2007,Musical,Richard Kelly,,5.6,20172.0
2757,Slow Burn,1237615.0,15500000.0,2007,Thriller/Suspense,,1.2,5.9,2318.0
2758,Sleepover,9408183.0,10000000.0,2004,Comedy,,1.5,4.6,4774.0
2759,The Bridge of San Luis Rey,1696765.0,24000000.0,2005,Drama,,0.4,5.0,1913.0
2760,Slither,12834936.0,15250000.0,2006,Horror,,8.5,6.6,26101.0
2761,Slumdog Millionaire,365257315.0,14000000.0,2008,Drama,Danny Boyle,9.4,8.3,176325.0
2762,Slums of Beverly Hills,5502773.0,5000000.0,1998,Comedy,Tamara Jenkins,7.9,6.4,5821.0
2763,Small Soldiers,71743823.0,40000000.0,1998,Comedy,Joe Dante,4.6,5.9,20571.0
2764,Mr. And Mrs. Smith,478336279.0,110000000.0,2005,Action,Doug Liman,,4.7,189.0
2765,Smokin' Aces,56047261.0,17000000.0,2007,Comedy,Joe Carnahan,2.8,6.6,57313.0
2766,Someone Like You,38684906.0,23000000.0,2001,Romantic Comedy,Tony Goldwyn,4.1,5.8,10073.0
2767,Death to Smoochy,8374062.0,50000000.0,2002,Black Comedy,Danny De Vito,4.2,6.2,22379.0
2768,Simply Irresistible,4398989.0,6000000.0,1999,Romantic Comedy,,1.4,4.8,6927.0
2769,Summer Catch,19693891.0,17000000.0,2001,Comedy,,0.7,4.6,6848.0
2770,There's Something About Mary,360099999.0,22000000.0,1998,Romantic Comedy,Bobby Farrelly,8.3,7.2,96443.0
2771,Snake Eyes,103891409.0,73000000.0,1998,Thriller/Suspense,Brian De Palma,4.1,5.8,29321.0
2772,Snakes on a Plane,62020814.0,33000000.0,2006,Thriller/Suspense,David R. Ellis,6.8,6.0,65841.0
2773,Lemony Snicket's A Series of Unfortunate Events,201627117.0,100000000.0,2004,Comedy,Brad Silberling,7.1,6.9,51614.0
2774,House of Sand and Fog,16157923.0,16500000.0,2003,Drama,,7.5,7.8,29777.0
2775,A Sound of Thunder,6300451.0,80000000.0,2005,Action,Peter Hyams,0.6,4.1,9915.0
2776,See No Evil,15387513.0,8000000.0,2006,Horror,,0.9,5.0,10035.0
2777,The Shipping News,24405825.0,35000000.0,2001,Drama,Lasse Hallstrom,5.5,6.7,17338.0
2778,Shanghai Knights,60470220.0,50000000.0,2003,Adventure,David Dobkin,6.6,6.2,24893.0
2779,Shanghai Noon,71189835.0,55000000.0,2000,Western,Tom Dey,7.8,6.6,32446.0
2780,Snow Dogs,115010692.0,32000000.0,2002,Comedy,Brian Levant,2.3,4.9,7561.0
2781,Snow Falling on Cedars,14378353.0,36000000.0,1999,Drama,,4.0,6.7,8444.0
2782,Sunshine,32030610.0,40000000.0,2007,Thriller/Suspense,Danny Boyle,7.4,7.3,74535.0
2783,Snatch,83593107.0,10000000.0,2000,Black Comedy,Guy Ritchie,,8.2,173919.0
2784,Snow Day,62452927.0,13000000.0,2000,Comedy,,2.6,4.4,4611.0
2785,Sorority Boys,12516222.0,12000000.0,2002,Comedy,,1.3,5.1,7392.0
2786,Solaris,14970038.0,47000000.0,2002,Drama,Steven Soderbergh,6.5,6.2,33151.0
2787,Solitary Man,4354546.0,12500000.0,2010,Drama,,,6.7,1936.0
2788,The Soloist,38286958.0,60000000.0,2009,Drama,Joe Wright,,6.7,14257.0
2789,Songcatcher,3050934.0,1800000.0,2001,Drama,,,6.9,1997.0
2790,Sonny,17639.0,4000000.0,2002,,,2.3,5.7,1941.0
2791,Standard Operating Procedure,228830.0,5000000.0,2008,Documentary,,8.0,7.5,1640.0
2792,The Sorcerer's Apprentice,200092818.0,160000000.0,2010,Adventure,,4.2,6.4,9108.0
2793,Soul Food,43492389.0,7500000.0,1997,Comedy,,8.0,6.4,2636.0
2794,Soul Plane,14553807.0,16000000.0,2004,Comedy,,1.9,3.7,9143.0
2795,"South Park: Bigger, Longer & Uncut",52037603.0,21000000.0,1999,Comedy,Trey Parker,8.0,,
2796,Space Jam,250200000.0,80000000.0,1996,Comedy,Joe Pytka,3.6,5.6,29293.0
2797,Spanglish,54344321.0,75000000.0,2004,Comedy,James L. Brooks,5.2,6.7,30660.0
2798,Spawn,87949859.0,40000000.0,1997,Action,,2.0,4.8,21366.0
2799,Superbad,169863226.0,17500000.0,2007,Comedy,Greg Mottola,8.7,7.8,134212.0
2800,SpongeBob SquarePants,140416609.0,30000000.0,2004,Adventure,,,,
2801,Space Chimps,59517784.0,37000000.0,2008,Adventure,,3.6,4.5,4324.0
2802,Space Cowboys,128874043.0,65000000.0,2000,Adventure,Clint Eastwood,7.9,6.3,29983.0
2803,Spider,1641788.0,10000000.0,2003,Drama,David Cronenberg,,7.8,560.0
2804,Speed Racer,93394462.0,120000000.0,2008,Action,Andy Wachowski,3.8,6.3,32672.0
